"","price","lot_size","waterfront","age","land_value","construction","air_cond","fuel","heat","sewer","living_area","fireplaces","bathrooms","rooms"
"597",330850,0.46,"No",0,89600,"No","No","Gas","Hot Air","Public",2515,1,2.5,8
"598",248495,0.63,"No",0,98500,"No","Yes","Gas","Hot Air","Public",2294,1,2.5,11
"599",120000,0.26,"No",123,63300,"No","No","Gas","Hot Air","Public",1744,0,1,6
"600",240000,0.48,"No",0,90800,"No","Yes","Gas","Hot Air","Public",2022,1,2.5,8
"601",235000,0.22,"No",34,72000,"No","Yes","Gas","Hot Water","Public",1578,0,2,8
"602",500075,0.91,"Yes",0,239300,"No","Yes","Gas","Hot Air","Public",3400,0,3,12
"603",240000,0.07,"No",13,48200,"No","Yes","Gas","Hot Air","Public",1744,1,2.5,6
"604",270000,0.46,"No",0,89600,"No","Yes","Gas","Hot Air","Public",2560,1,2.5,9
"605",225000,0.12,"No",51,89000,"No","Yes","Gas","Hot Air","Public",1398,0,2.5,4
"606",280000,0.16,"No",0,62600,"No","Yes","Gas","Hot Air","Public",2494,0,2.5,8
"607",225000,0.48,"No",27,57800,"No","Yes","Gas","Hot Air","Public",2208,2,2.5,11
"608",248220,0.46,"No",0,89600,"No","Yes","Gas","Hot Air","Public",2550,1,2.5,7
"609",275000,0.03,"No",16,27000,"No","Yes","Gas","Hot Air","Public",1812,1,2.5,7
"610",137000,0.12,"No",50,89000,"No","No","Gas","Hot Water","Public",1290,0,1,3
"611",150000,0.14,"No",16,52200,"No","No","Gas","Hot Air","Public",1172,0,2,3
"612",649000,1.04,"No",10,192900,"No","Yes","Gas","Hot Air","Private",4128,2,3.5,12
"613",195000,0.49,"No",17,64400,"No","Yes","Electric","Electric","Public",1816,1,2.5,5
"614",373200,0.65,"No",4,99500,"No","No","Gas","Hot Air","Public",2628,1,2.5,8
"615",169450,0.15,"No",0,36000,"No","Yes","Gas","Hot Air","Public",1254,1,2.5,4
"616",144200,0.15,"No",113,54000,"No","No","Gas","Hot Air","Public",1660,1,1.5,9
"617",189900,0.5,"No",43,73500,"No","No","Gas","Hot Air","Public",1850,1,1.5,7
"618",166000,0.14,"No",0,35200,"No","Yes","Gas","Hot Air","Public",1258,0,2,8
"619",160000,0.23,"No",0,42400,"No","Yes","Gas","Hot Air","Public",1219,0,2,5
"620",327355,0.14,"No",14,59400,"No","Yes","Gas","Hot Air","Public",1850,1,2.5,6
"621",247000,0.29,"No",9,52400,"No","No","Gas","Hot Air","Public",2103,0,2.5,7
"622",318000,0.23,"No",3,73800,"No","Yes","Gas","Hot Air","Public",1806,1,2.5,8
"623",341000,0.23,"No",52,250000,"No","No","Gas","Hot Water","Public",1674,1,1.5,4
"624",288650,0.08,"No",0,49800,"No","Yes","Gas","Hot Air","Public",2242,0,2.5,10
"625",157000,0.03,"No",103,27000,"No","No","Gas","Hot Air","Public",1408,0,1.5,4
"626",449000,1,"No",20,124800,"No","Yes","Electric","Electric","Private",3457,2,2.5,12
"627",142000,0.16,"No",28,50400,"No","No","Gas","Hot Air","Public",1728,0,1.5,6
"628",389000,1,"No",16,125900,"No","Yes","Electric","Electric","Private",2354,2,2.5,6
"629",476000,0.42,"No",4,87200,"No","Yes","Gas","Hot Air","Public",2246,1,2.5,9
"630",249230,0.18,"No",0,119700,"No","Yes","Gas","Hot Air","Public",1902,1,2.5,4
"631",139900,0.3,"No",30,53000,"No","No","Gas","Hot Air","Public",1178,0,1,7
"632",301900,0.73,"No",0,103500,"No","Yes","Gas","Hot Air","Public",2896,1,3.5,11
"633",425000,1.03,"No",24,124800,"No","Yes","Gas","Hot Air","Public",2457,1,3,9
"634",121000,0.25,"No",32,50000,"No","No","Gas","Hot Air","Public",936,0,1,8
"635",150000,0.19,"No",123,103000,"No","No","Gas","Hot Water","Public",934,0,1,7
"636",138000,0.29,"No",30,52400,"No","No","Gas","Hot Air","Public",1279,1,1,6
"637",199900,0.39,"No",6,69400,"No","No","Gas","Hot Water","Private",1888,0,2,5
"638",145000,0.27,"No",33,63700,"No","No","Gas","Hot Air","Public",1686,1,1.5,7
"639",465000,0.25,"No",22,61000,"No","Yes","Gas","Hot Air","Public",2310,1,3,7
"640",158000,0.32,"No",1,48200,"No","Yes","Gas","Hot Air","Public",1200,0,1.5,4
"641",375000,0.27,"No",50,78800,"No","Yes","Gas","Hot Air","Public",1944,1,2.5,7
"642",147783,0.36,"No",51,50600,"No","No","Electric","Electric","Private",1184,0,1,5
"643",339000,0.36,"No",3,83600,"No","Yes","Gas","Hot Air","Public",2000,1,2.5,5
"644",267000,0.07,"No",14,48200,"No","Yes","Gas","Hot Air","Public",1744,1,2.5,9
"645",290000,0.12,"No",3,108300,"No","Yes","Gas","Hot Air","Public",1620,1,2.5,7
"646",271295,0.35,"No",1,67000,"No","Yes","Gas","Hot Air","Public",2359,0,2.5,11
"647",278140,0.62,"No",1,98000,"No","Yes","Gas","Hot Air","Public",2230,0,2.5,10
"648",138000,0.07,"No",94,46800,"No","No","Gas","Hot Air","Public",1147,0,1.5,3
"649",367500,0.27,"No",2,78200,"No","Yes","Gas","Hot Air","Public",2205,1,2.5,10
"650",428500,0.42,"No",4,87200,"No","Yes","Gas","Hot Air","Public",3243,0,2.5,11
"651",140000,0.48,"No",34,57800,"No","No","Gas","Hot Air","Public",1431,0,1.5,5
"652",140000,0.36,"No",35,56600,"No","No","Gas","Hot Air","Public",936,0,1,7
"653",145000,0.3,"No",33,53000,"No","Yes","Gas","Hot Air","Public",1368,0,1.5,7
"654",280000,0.07,"No",16,48200,"No","Yes","Electric","Hot Air","Public",1800,1,2.5,8
"655",190400,0.17,"No",16,49500,"No","No","Gas","Hot Air","Public",1920,1,1.5,9
"656",267000,0.11,"No",83,87000,"No","No","Gas","Hot Water","Public",1416,0,2,7
"657",164900,0.14,"No",77,93000,"No","No","Gas","Hot Air","Public",616,0,1,5
"658",280000,0.1,"No",79,85000,"No","No","Gas","Hot Air","Public",1488,0,1.5,5
"659",225000,0.11,"No",84,87000,"No","No","Oil","Hot Air","Public",1320,1,1.5,6
"660",148000,0.06,"No",18,45800,"No","Yes","Gas","Hot Air","Public",1250,0,1.5,5
"661",165000,0.32,"No",32,54200,"No","Yes","Gas","Hot Air","Public",1286,1,1,6
"662",340455,0.38,"No",0,84800,"No","Yes","Gas","Hot Air","Public",2886,1,2.5,10
"663",133000,0.42,"No",36,60200,"No","No","Gas","Hot Air","Public",1279,1,1,4
"664",115540,0.2,"No",104,56700,"No","No","Gas","Hot Air","Public",1074,0,1,7
"665",240000,0.58,"No",52,78300,"No","No","Gas","Hot Water","Private",1304,1,1,4
"666",600000,0.04,"No",17,36000,"No","Yes","Gas","Hot Air","Public",3191,2,3.5,12
"667",71500,0.3,"No",44,64700,"No","No","Gas","Hot Water","Public",1056,0,1,5
"668",189900,0.03,"No",18,19200,"No","Yes","Gas","Hot Air","Public",1468,1,2.5,4
"669",325000,0.08,"No",115,81000,"No","No","Gas","Hot Water","Public",1598,0,1.5,6
"670",280000,0.14,"No",84,93000,"No","No","Gas","Hot Water","Public",1160,0,1.5,4
"671",255000,0.12,"No",104,89000,"No","No","Gas","Hot Air","Public",1028,0,1,5
"672",300000,0.2,"No",104,105000,"No","No","Gas","Hot Water","Public",2014,0,1,11
"673",106000,0.48,"No",34,63800,"No","No","Gas","Hot Air","Public",1296,0,1,7
"674",139000,0.27,"No",56,62500,"No","No","Gas","Hot Air","Public",932,0,1,3
"675",165000,0.06,"No",15,45800,"No","No","Gas","Hot Air","Public",1290,1,1.5,5
"676",169000,0.17,"No",19,37600,"No","No","Gas","Hot Air","Public",1448,0,1.5,5
"677",159400,0.24,"No",29,49100,"No","No","Gas","Hot Air","Public",1368,0,1,5
"678",300000,0.87,"No",25,90800,"No","No","Gas","Hot Water","Private",3046,1,1.5,11
"679",161000,0.23,"No",32,48200,"No","No","Gas","Hot Air","Public",1272,0,1.5,8
"680",230500,0.59,"No",18,69500,"No","Yes","Gas","Hot Air","Public",1822,0,2.5,6
"681",220000,0.41,"No",31,105700,"No","Yes","Gas","Hot Air","Public",1579,0,1.5,6
"682",177900,0.29,"No",32,52400,"No","No","Gas","Hot Air","Public",1660,1,1.5,7
"683",350000,0.32,"No",36,144900,"No","No","Oil","Hot Water","Public",2452,1,2.5,10
"684",335000,0.14,"No",94,50200,"No","Yes","Gas","Hot Air","Public",2004,0,2,9
"685",597185,1.07,"No",0,193200,"No","Yes","Gas","Hot Air","Private",4210,1,3.5,12
"686",173000,0.33,"No",32,54800,"No","Yes","Gas","Hot Air","Public",1640,0,1.5,9
"687",518000,0.17,"No",144,99000,"No","No","Gas","Hot Water","Public",2847,1,1.5,7
"688",212000,0.5,"No",18,65000,"No","Yes","Gas","Hot Air","Public",1816,1,2,7
"689",149900,0.87,"No",19,93300,"No","No","Oil","Hot Air","Public",2028,0,2,10
"690",140958,0.22,"No",40,54500,"No","No","Gas","Hot Water","Public",775,0,1,7
"691",95000,0.33,"No",34,54800,"No","No","Gas","Hot Air","Public",1368,0,1,6
"692",161600,0.24,"No",34,49100,"No","No","Gas","Hot Air","Public",936,0,1.5,8
"693",351400,0.15,"No",1,114000,"No","Yes","Gas","Hot Air","Public",1680,1,2.5,4
"694",155000,0.3,"No",33,53000,"No","No","Gas","Hot Air","Public",1368,0,1,6
"695",198500,0.4,"No",34,53000,"No","Yes","Gas","Hot Air","Public",1326,1,1.5,7
"696",276000,0.21,"No",62,107000,"No","Yes","Oil","Hot Air","Public",1579,1,2,4
"697",167000,0.25,"No",32,50000,"No","No","Gas","Hot Air","Public",1286,0,1,8
"698",227000,0.84,"No",25,207700,"No","Yes","Gas","Hot Air","Public",2132,2,2.5,7
"699",405100,0.39,"No",3,85400,"No","Yes","Gas","Hot Air","Public",2000,1,2.5,6
"700",395000,0.14,"No",3,112100,"No","Yes","Gas","Hot Air","Public",2222,0,2.5,6
"701",360000,0.41,"No",99,139000,"No","No","Gas","Hot Water","Public",2641,0,2,9
"702",775000,0,"Yes",5,412600,"No","Yes","Gas","Hot Air","Private",2472,1,2.5,9
"703",285000,0.07,"No",16,48200,"No","Yes","Electric","Hot Air","Public",1926,2,3,6
"704",300000,0.12,"No",4,108300,"No","Yes","Gas","Hot Air","Public",1534,0,2.5,8
"705",214000,0.25,"No",39,44000,"No","No","Gas","Hot Air","Private",1490,0,1.5,4
"706",229000,0.22,"No",46,72000,"No","No","Gas","Hot Water","Public",1126,1,2,8
"707",330000,0.23,"No",33,61200,"No","Yes","Gas","Hot Air","Public",1435,0,1.5,8
"708",146000,0.42,"No",44,60200,"No","No","Gas","Hot Air","Public",1136,0,1.5,8
"709",381500,0.15,"No",2,114000,"No","Yes","Gas","Hot Air","Public",2162,1,2.5,9
"710",430000,0.34,"No",5,82400,"No","Yes","Gas","Hot Air","Public",2328,1,2.5,7
"711",650000,0.43,"No",2,87800,"No","Yes","Gas","Hot Air","Public",2754,1,2.5,10
"712",194500,0.17,"No",40,37600,"No","No","Gas","Hot Air","Private",1504,0,1.5,6
"713",279000,0.39,"No",14,58400,"No","Yes","Gas","Hot Air","Public",2473,1,3.5,7
"714",183000,0.31,"No",35,47600,"No","No","Gas","Hot Air","Public",2072,1,2.5,8
"715",195000,0.03,"No",18,19200,"No","Yes","Gas","Hot Air","Public",1480,1,2.5,7
"716",470000,0.17,"No",135,99000,"No","No","Gas","Hot Air","Public",2096,2,2.5,8
"717",167000,0.11,"No",80,50400,"No","No","Gas","Hot Water","Public",1050,0,1,6
"718",309278,0.02,"No",17,18000,"No","Yes","Gas","Hot Air","Public",1650,1,2.5,5
"719",217500,0.34,"No",26,92300,"No","Yes","Gas","Hot Air","Public",1596,0,1.5,6
"720",200000,0.17,"No",44,99000,"No","No","Gas","Hot Water","Public",979,0,2,8
"721",199995,0.16,"No",18,53800,"No","Yes","Gas","Hot Air","Public",1393,0,1.5,6
"722",179000,0.46,"No",44,70200,"No","No","Gas","Hot Air","Public",864,0,1,7
"723",329000,1,"No",1,106800,"No","Yes","Gas","Hot Air","Private",2744,0,2.5,10
"724",374900,0.06,"No",15,46600,"No","Yes","Gas","Hot Air","Public",2300,1,3,10
"725",165000,0.29,"No",34,52400,"No","No","Gas","Hot Air","Public",1612,1,1,5
"726",647000,1.08,"No",14,193300,"No","Yes","Gas","Hot Air","Private",2640,1,2.5,12
"727",315000,0.63,"No",19,65500,"No","No","Oil","Hot Air","Public",775,0,1,6
"728",208000,0.34,"No",26,49400,"No","Yes","Gas","Hot Air","Public",2470,1,2.5,10
"729",405000,0.58,"No",6,80000,"No","No","Gas","Hot Air","Private",3124,1,3,9
"730",535000,1,"No",14,192500,"No","Yes","Gas","Hot Air","Private",3254,1,2.5,12
"731",184020,0.4,"No",34,59000,"No","No","Gas","Hot Air","Public",1544,0,2.5,7
"732",95000,0.17,"No",139,1900,"No","No","Gas","Hot Water","Public",1410,0,1.5,9
"733",87550,0.46,"No",44,2100,"No","No","Gas","Hot Air","Private",906,0,1,3
"734",131000,0.23,"No",66,3600,"No","No","Gas","Hot Air","Public",1512,1,1,8
"735",127000,0.2,"No",77,3400,"No","No","Gas","Hot Air","Public",1232,1,1,8
"736",104695,0.21,"No",54,3500,"No","No","Gas","Hot Air","Public",921,0,1,7
"737",120000,0.18,"No",70,3100,"No","No","Gas","Hot Air","Public",1287,0,1,4
"738",278500,0.16,"No",17,5200,"No","No","Electric","Electric","Private",2600,0,3,12
"739",75500,0.13,"No",124,1500,"No","No","Gas","Hot Air","Public",1302,0,2,8
"740",121900,0.47,"No",20,4700,"No","No","Gas","Hot Water","Private",1144,0,1,6
"741",208000,0.45,"No",39,5500,"No","No","Gas","Hot Water","Private",1703,0,2,6
"742",151000,0.59,"No",15,4500,"No","No","Electric","Electric","Private",1553,1,2,4
"743",138000,0.38,"No",15,1700,"No","No","Electric","Electric","Private",1040,0,1,3
"744",229000,0.55,"No",11,7500,"No","No","Gas","Hot Water","Private",2124,0,3,10
"745",130000,0.52,"No",13,4500,"No","No","Gas","Hot Air","Private",1344,0,2,5
"746",89900,0.46,"No",66,3900,"No","No","Gas","Hot Air","Private",884,0,1,3
"747",145000,0.76,"No",11,3800,"No","No","Oil","Hot Air","Private",1812,0,1.5,7
"748",86000,0.46,"No",43,5500,"No","No","Gas","Hot Air","Private",880,0,1,4
"749",95000,0.17,"No",134,2300,"No","No","Gas","Hot Air","Public",1256,0,2,5
"750",195000,0.34,"No",15,5000,"No","Yes","Gas","Hot Air","Private",1826,1,2.5,6
"751",107325,0.1,"No",126,1100,"No","No","Gas","Hot Air","Public",1134,0,1.5,7
"752",131000,0.54,"No",41,5300,"No","No","Gas","Hot Air","Private",1916,1,2.5,8
"753",166900,0.75,"No",3,1700,"No","No","Gas","Hot Air","Private",1272,0,1.5,7
"754",127000,0.43,"No",39,4900,"No","Yes","Gas","Hot Air","Private",960,0,1,6
"755",119000,0.15,"No",65,2500,"No","No","Gas","Hot Air","Public",1152,0,1.5,4
"756",92509,0.52,"No",13,4500,"No","No","Gas","Hot Air","Private",840,0,1,4
"757",174000,0.46,"No",34,5500,"No","No","Gas","Hot Air","Private",2106,0,2,11
"758",180000,0.52,"No",10,2500,"No","No","Gas","Hot Air","Private",1632,0,2,8
"759",155000,0.41,"No",9,300,"No","No","Gas","Hot Air","Private",1092,0,2,8
"760",146500,0.44,"No",25,13200,"No","Yes","Gas","Hot Air","Private",1634,1,1.5,8
"761",162500,0.46,"No",26,13800,"No","Yes","Gas","Hot Air","Private",1890,1,2.5,7
"762",210000,0.48,"No",32,18400,"No","No","Gas","Hot Air","Private",2224,2,2.5,11
"763",165000,0.65,"No",22,16500,"No","No","Electric","Electric","Private",1475,1,2,6
"764",123000,0.08,"No",16,2100,"No","No","Gas","Hot Air","Public",1480,1,1.5,5
"765",150000,0.58,"No",36,13300,"No","No","Gas","Hot Air","Private",1368,1,1,4
"766",128900,0.14,"No",7,7200,"No","No","Gas","Hot Air","Public",1200,0,1,8
"767",88100,0.14,"No",0,7400,"No","Yes","Gas","Hot Air","Public",840,0,1,7
"768",175000,0.68,"No",54,25900,"No","No","Oil","Hot Air","Public",1176,0,2,8
"769",120975,0.13,"No",0,7400,"Yes","No","Gas","Hot Air","Public",1380,0,2,4
"770",147543,0.29,"No",0,11300,"Yes","No","Gas","Hot Air","Private",1786,0,2.5,7
"771",118000,0.22,"No",17,3400,"No","No","Gas","Hot Air","Public",1480,0,1.5,4
"772",199000,0.5,"No",13,15300,"No","No","Gas","Hot Water","Public",1574,1,1.5,7
"773",79900,0.18,"No",154,7500,"No","No","Oil","Hot Air","Private",950,0,1.5,5
"774",279000,0.55,"No",14,25300,"No","Yes","Gas","Hot Air","Public",3178,1,3.5,12
"775",90000,0.28,"No",16,10600,"No","No","Gas","Hot Air","Private",1342,0,1.5,7
"776",91900,0.35,"No",20,12000,"No","Yes","Electric","Electric","Private",1336,1,1.5,5
"777",153000,0.25,"No",10,8400,"No","No","Gas","Hot Air","Public",1542,0,2.5,6
"778",170000,2.68,"No",11,21400,"No","No","Oil","Hot Water","Private",2272,1,3.5,8
"779",145200,0.2,"No",15,3400,"No","No","Gas","Hot Air","Public",1480,1,2.5,4
"780",296000,0.02,"No",8,14000,"No","No","Gas","Hot Air","Public",2506,2,2.5,10
"781",150000,0.37,"No",1,15800,"No","No","Oil","Hot Air","Private",1852,0,2,6
"782",86000,0.45,"No",19,14000,"No","No","Gas","Hot Air","Private",1055,1,1,7
"783",118000,0.36,"No",21,40000,"No","No","Gas","Hot Air","Private",1392,0,1.5,7
"784",155000,0.75,"No",53,6500,"No","No","Oil","Hot Air","Private",1608,1,2,5
"785",222500,0.69,"No",15,16900,"No","No","Gas","Hot Air","Public",1564,1,2,6
"786",250000,0.46,"No",17,18400,"No","Yes","Gas","Hot Air","Private",2068,1,2.5,10
"787",365000,0.69,"No",13,21900,"No","Yes","Oil","Hot Air","Private",2516,0,2.5,11
"788",120000,0.89,"No",14,19300,"No","No","Electric","Electric","Private",1684,0,1.5,5
"789",193000,0.47,"No",18,14100,"No","No","Gas","Hot Water","Private",1481,0,1.5,5
"790",85568,0.15,"No",67,2600,"No","No","Oil","Hot Water","Public",999,0,1,6
"791",82000,0.46,"No",17,4420,"No","No","Oil","Hot Water","Public",896,0,1,3
"792",225000,0.77,"No",50,3000,"No","No","Oil","Hot Water","Private",792,1,1,7
"793",240000,0.85,"No",34,50400,"No","No","Oil","Hot Water","Private",2747,2,3.5,12
"794",234900,0.01,"No",1,43300,"Yes","Yes","Gas","Hot Air","Public",2277,0,2.5,8
"795",112000,0.02,"No",19,14900,"No","Yes","Gas","Hot Air","Public",1281,1,2.5,6
"796",261000,0.57,"No",14,43200,"No","Yes","Gas","Hot Air","Public",2462,1,2.5,10
"797",400000,0.6,"No",9,57000,"No","Yes","Gas","Hot Air","Public",2897,2,2.5,12
"798",310000,0.41,"No",4,37600,"No","Yes","Electric","Hot Air","Public",2672,1,3.5,8
"799",182000,0.29,"No",21,26300,"No","No","Gas","Hot Air","Public",1932,0,1.5,8
"800",187500,0.47,"No",11,25500,"No","No","Gas","Hot Air","Public",1320,0,2.5,7
"801",405000,0.61,"No",6,23900,"No","Yes","Gas","Hot Air","Public",3296,1,2.5,12
"802",420000,1.14,"No",6,82100,"No","Yes","Gas","Hot Air","Public",3279,1,3,11
"803",359000,0.48,"No",4,37100,"No","Yes","Gas","Hot Air","Public",3204,1,2.5,9
"804",120000,0.01,"No",16,9900,"No","Yes","Electric","Electric","Public",1217,0,2.5,6
"805",171500,0.31,"No",37,21500,"No","No","Gas","Hot Water","Public",1782,1,1.5,6
"806",159900,0.21,"No",16,28800,"No","Yes","Gas","Hot Air","Public",1180,1,1.5,6
"807",186500,0.21,"No",16,28000,"No","Yes","Electric","Hot Air","Public",1452,1,2,8
"808",260000,0.46,"No",13,36600,"No","Yes","Gas","Hot Air","Public",2140,1,2.5,8
"809",115000,0.01,"No",16,9900,"No","Yes","Electric","Electric","Public",1219,0,1.5,6
"810",191000,0.44,"No",39,24100,"No","No","Gas","Hot Water","Public",1518,1,1.5,5
"811",355465,0.35,"No",0,233000,"Yes","Yes","Gas","Hot Air","Public",3328,1,2.5,12
"812",339900,0.57,"No",10,54600,"No","Yes","Gas","Hot Air","Public",2344,0,2.5,10
"813",90000,0.49,"No",74,10600,"No","No","Gas","Hot Air","Private",960,0,1,7
"814",245000,0.04,"No",6,28800,"No","No","Gas","Hot Air","Public",1544,0,2.5,8
"815",320900,0.46,"No",7,36400,"No","Yes","Gas","Hot Air","Public",2873,1,2.5,8
"816",159000,0.22,"No",18,29600,"No","Yes","Gas","Hot Air","Public",1180,1,1.5,6
"817",174900,0.62,"No",38,15100,"No","No","Gas","Hot Air","Private",1368,0,1.5,6
"818",293500,0.49,"No",10,38400,"No","Yes","Gas","Hot Air","Public",1904,1,2.5,8
"819",210000,0.51,"No",11,26900,"No","No","Gas","Hot Air","Public",1320,0,2,8
"820",182500,1,"No",34,25200,"No","No","Gas","Hot Air","Private",1594,1,1.5,5
"821",219900,0.46,"No",8,38100,"No","Yes","Gas","Hot Air","Public",1847,1,2.5,7
"822",370000,0.46,"No",1,36600,"Yes","Yes","Gas","Hot Air","Public",3125,1,2.5,12
"823",286000,0.47,"No",7,20000,"No","No","Gas","Hot Air","Public",2004,1,2.5,10
"824",169900,0.49,"No",36,27800,"No","Yes","Gas","Hot Air","Public",1623,1,1.5,8
"825",161000,0.23,"No",40,22000,"No","No","Oil","Hot Water","Public",1120,0,1,7
"826",287000,0.36,"No",2,53900,"No","Yes","Gas","Hot Air","Public",2363,1,2.5,11
"827",315000,0.94,"No",9,48200,"No","No","Gas","Hot Air","Public",2572,1,2.5,11
"828",177000,0.34,"No",25,9200,"No","No","Electric","Electric","Private",1548,0,1.5,5
"829",332000,1,"No",11,26700,"No","Yes","Gas","Hot Air","Public",2734,0,2.5,11
"830",249000,0.53,"No",8,38800,"No","Yes","Gas","Hot Air","Public",1462,1,2,5
"831",179000,0.09,"No",15,25500,"No","No","Gas","Hot Air","Public",1558,0,2.5,7
"832",150000,0.52,"No",34,14000,"No","No","Oil","Hot Water","Private",1664,0,1.5,8
"833",225000,0.37,"No",16,24500,"No","No","Gas","Hot Air","Public",1877,1,3,10
"834",182000,0.33,"No",37,21400,"No","No","Gas","Hot Air","Public",1838,1,1,7
"835",329900,0.5,"No",9,37800,"No","Yes","Gas","Hot Air","Public",2368,1,2.5,11
"836",165000,0.33,"No",32,22500,"No","No","Gas","Hot Water","Public",2104,1,1.5,11
"837",180000,0.31,"No",16,36800,"No","No","Gas","Hot Air","Public",1180,0,1.5,7
"838",321000,0.53,"No",11,38800,"No","Yes","Gas","Hot Air","Public",2399,1,2.5,11
"839",180000,0.11,"No",15,15400,"No","No","Gas","Hot Air","Public",1232,1,1.5,4
"840",178000,0.14,"No",17,19600,"No","Yes","Gas","Hot Air","Public",1180,0,1.5,6
"841",279900,0.55,"No",2,39500,"No","No","Gas","Hot Air","Public",2022,1,2.5,9
"842",179000,0.14,"No",19,21000,"No","Yes","Gas","Hot Air","Public",1364,1,1.5,5
"843",183000,0.15,"No",17,21000,"No","Yes","Gas","Hot Air","Public",1343,1,2.5,6
"844",500000,1,"No",70,35900,"No","No","Oil","Hot Air","Private",1492,0,1,7
"845",170000,0.37,"No",37,24500,"No","No","Gas","Hot Water","Public",999,1,1,6
"846",179000,0.34,"No",24,27000,"No","No","Gas","Hot Air","Public",2102,1,2.5,9
"847",184900,0.32,"No",18,27000,"No","No","Gas","Hot Air","Public",1656,1,1.5,4
"848",177500,0.33,"No",18,27000,"No","No","Electric","Hot Air","Public",1561,0,1.5,7
"849",112500,0.15,"No",19,15700,"No","No","Electric","Electric","Public",988,0,2,7
"850",180000,0.32,"No",17,27000,"No","No","Gas","Hot Water","Public",1765,1,2,9
"851",10300,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,1,1.5,4
"852",137900,0.16,"No",17,15100,"No","No","Electric","Electric","Public",1592,0,1.5,7
"853",144000,0.06,"No",54,3600,"No","No","Electric","Electric","Public",1344,0,1,8
"854",131600,0.16,"No",17,15100,"No","No","Electric","Electric","Public",1385,1,1.5,7
"855",123500,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,0,1.5,5
"856",123000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1679,0,1.5,7
"857",109000,0.15,"No",20,15700,"No","No","Electric","Electric","Public",908,0,1,7
"858",173000,0.31,"No",16,27000,"No","Yes","Gas","Hot Air","Public",1527,1,2,5
"859",105000,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,0,1.5,3
"860",122500,0.15,"No",18,15100,"No","No","Electric","Electric","Public",1184,0,1.5,3
"861",191000,0.46,"No",26,24500,"No","No","Electric","Electric","Public",1719,1,1.5,7
"862",149000,0.16,"No",19,15100,"No","No","Electric","Electric","Private",1080,1,1,6
"863",205000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2118,1,2,9
"864",225000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2527,0,1.5,10
"865",210000,0.49,"No",15,25000,"No","No","Gas","Hot Air","Private",1592,1,1.5,8
"866",188900,0.32,"No",18,27000,"No","No","Electric","Electric","Public",1294,0,1,4
"867",192000,0.94,"No",33,25200,"No","No","Gas","Hot Water","Private",1974,1,2.5,8
"868",137500,0.16,"No",17,15700,"No","No","Electric","Electric","Public",988,1,2,7
"869",200000,0.36,"No",20,27000,"No","No","Gas","Hot Air","Public",1508,1,2,8
"870",126000,0.16,"No",17,15600,"No","No","Electric","Electric","Public",908,0,1,4
"871",214500,0.35,"No",20,27000,"No","No","Electric","Electric","Public",1910,1,2,7
"872",152000,0.15,"No",18,15700,"No","No","Electric","Electric","Public",912,0,1.5,5
"873",115000,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,0,1.5,5
"874",88000,0.16,"No",19,15700,"No","No","Electric","Electric","Public",988,0,2,4
"875",170000,0.35,"No",20,27000,"No","No","Electric","Electric","Public",1748,0,2,4
"876",137000,0.16,"No",18,15700,"No","No","Electric","Electric","Public",912,1,1.5,3
"877",145000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,0,1.5,8
"878",202000,0.43,"No",15,25000,"No","No","Gas","Hot Air","Private",1300,0,1.5,7
"879",130000,0.15,"No",17,15600,"No","No","Electric","Electric","Public",908,0,1,7
"880",265000,1,"No",25,21700,"No","No","Electric","Electric","Private",1900,0,2,7
"881",185000,0.33,"No",16,27000,"No","No","Electric","Electric","Public",2191,1,2.5,7
"882",130000,0.16,"No",25,15100,"No","Yes","Gas","Hot Air","Public",1080,1,1,4
"883",190000,0.59,"No",15,25000,"No","Yes","Gas","Hot Air","Private",1300,1,1.5,5
"884",204000,0.4,"No",1,15000,"No","No","Gas","Hot Air","Public",2458,1,2.5,10
"885",125000,0.35,"No",22,10500,"No","No","Electric","Electric","Public",1040,0,1,4
"886",349900,0.44,"No",0,13000,"Yes","No","Gas","Hot Air","Public",2886,1,3,12
"887",142000,0.14,"No",8,3700,"No","No","Gas","Hot Air","Public",1840,0,1,6
"888",132500,0.37,"No",19,13000,"No","No","Electric","Electric","Public",1988,0,1,4
"889",220000,1,"No",43,22900,"No","No","Oil","Hot Air","Private",672,0,1,3
"890",160000,1.96,"No",13,18400,"No","No","Oil","Hot Air","Private",1512,0,2,4
"891",10300,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,1,1.5,6
"892",95000,0.15,"No",19,15700,"No","No","Electric","Electric","Public",912,0,1.5,6
"893",122055,0.15,"No",17,15000,"No","No","Electric","Electric","Public",1385,0,1.5,5
"894",149000,0.31,"No",18,27000,"No","No","Gas","Hot Air","Public",1508,1,1.5,8
"895",115000,0.15,"No",17,15100,"No","No","Electric","Electric","Public",1385,0,1.5,5
