Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age
438,2010,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXi,Wagon,125000.0,71000.0,Petrol,Delhi,32,11.0
439,2017,BMW,BMW X5 xDrive35i Pure Experience (5 seater),X5,4700000.0,47000.0,Petrol,Delhi,4,4.0
440,2018,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 AT,Ciaz,910000.0,34000.0,Petrol,Delhi,32,3.0
441,2017,Honda,Honda WR-V VX MT Diesel,WR-V,720000.0,73000.0,Diesel,Delhi,7,4.0
442,2018,Maruti Suzuki,Maruti Suzuki Baleno Delta 1.3,Baleno,635000.0,70000.0,Diesel,Delhi,32,3.0
443,2021,Mahindra,Mahindra Thar LX 4-STR Hard Top Petrol AT,Thar,1850000.0,4000.0,Petrol,Delhi,24,0.0
444,2010,Honda,Honda City 1.5 S MT,City,310000.0,58000.0,Petrol,Delhi,7,11.0
445,2016,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,460000.0,29000.0,Petrol,Delhi,32,5.0
446,2019,Jaguar,Jaguar XE Prestige,XE,3390000.0,18000.0,Petrol,Delhi,40,2.0
447,2018,Mercedes-Benz,Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],E-Class,5175000.0,14880.0,Diesel,Delhi,2,3.0
448,2019,Maruti Suzuki,Maruti Suzuki Celerio VXi CNG [2019-2020],Celerio,535000.0,45000.0,CNG + 1,Delhi,32,2.0
449,2012,Maruti Suzuki,Maruti Suzuki Swift DZire VXI,Swift,320000.0,80000.0,Petrol,Delhi,32,9.0
450,2020,Mercedes-Benz,Mercedes-Benz CLA 200 CDI Sport (CBU),CLA,3000000.0,4000.0,Diesel,Delhi,2,1.0
451,2009,Maruti Suzuki,Maruti Suzuki Wagon R LXi Minor,Wagon,135000.0,75000.0,Petrol,Delhi,32,12.0
452,2019,Maruti Suzuki,Maruti Suzuki Baleno Delta 1.2,Baleno,635000.0,13000.0,Petrol,Delhi,32,2.0
453,2018,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 AT,Ciaz,910000.0,34000.0,Petrol,Delhi,32,3.0
454,2017,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2750000.0,50000.0,Diesel,Delhi,8,4.0
455,2020,Kia,Kia Seltos GTX Plus AT 1.4 [2019-2020],Seltos,1850000.0,5800.0,Petrol,Delhi,20,1.0
456,2017,BMW,BMW X5 xDrive35i Pure Experience (5 seater),X5,4700000.0,47000.0,Petrol,Delhi,4,4.0
457,2016,Ford,Ford Mustang GT Fastback 5.0L v8,Mustang,7300000.0,23000.0,Petrol,Delhi,8,5.0
458,2014,Honda,Honda Brio S MT,Brio,325000.0,52000.0,Petrol,Delhi,7,7.0
459,2017,Honda,Honda WR-V VX MT Diesel,WR-V,720000.0,73000.0,Diesel,Delhi,7,4.0
460,2018,Maruti Suzuki,Maruti Suzuki Baleno Delta 1.3,Baleno,635000.0,70000.0,Diesel,Delhi,32,3.0
461,2014,Hyundai,Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],Grand,395000.0,23000.0,Petrol,Delhi,14,7.0
462,2017,BMW,BMW X1 sDrive20d xLine,X1,2350000.0,48000.0,Diesel,Delhi,4,4.0
463,2020,Mercedes-Benz,Mercedes-Benz E-Class E 220d Exclusive [2019-2019],E-Class,5600000.0,8000.0,Diesel,Delhi,2,1.0
464,2020,MG,MG Hector Sharp 1.5 DCT Petrol [2019-2020],Hector,1825000.0,45000.0,Petrol,Delhi,81,1.0
465,2011,Hyundai,Hyundai i10 Sportz 1.2 Kappa2,i10,225000.0,71000.0,Petrol + 1,Delhi,14,10.0
466,2016,Renault,Renault Duster 110 PS RXZ 4X4 MT Diesel,Duster,545000.0,50000.0,Diesel,Delhi,15,5.0
467,2010,Honda,Honda City 1.5 S MT,City,310000.0,58000.0,Petrol,Delhi,7,11.0
468,2016,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,460000.0,29000.0,Petrol,Delhi,32,5.0
469,2012,Hyundai,Hyundai i10 Sportz 1.2 Kappa2,i10,245000.00000000003,52000.0,Petrol,Delhi,14,9.0
470,2017,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2950000.0,31000.0,Diesel,Delhi,8,4.0
471,2019,Maruti Suzuki,Maruti Suzuki Baleno Delta 1.2,Baleno,635000.0,13000.0,Petrol,Delhi,32,2.0
472,2017,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2750000.0,50000.0,Diesel,Delhi,8,4.0
473,2020,Kia,Kia Seltos GTX Plus AT 1.4 [2019-2020],Seltos,1850000.0,5800.0,Petrol,Delhi,20,1.0
474,2017,BMW,BMW X5 xDrive35i Pure Experience (5 seater),X5,4700000.0,47000.0,Petrol,Delhi,4,4.0
475,2016,Ford,Ford Mustang GT Fastback 5.0L v8,Mustang,7300000.0,23000.0,Petrol,Delhi,8,5.0
476,2012,Hyundai,Hyundai i10 Sportz 1.2 Kappa2,i10,245000.00000000003,52000.0,Petrol,Delhi,14,9.0
477,2010,Honda,Honda City 1.5 S MT,City,310000.0,58000.0,Petrol,Delhi,7,11.0
478,2016,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,460000.0,29000.0,Petrol,Delhi,32,5.0
479,2015,Hyundai,Hyundai Elite i20 Asta 1.4 (O) CRDi,Elite,550000.0,55000.0,Diesel,Delhi,14,6.0
480,2018,Audi,Audi Q3 35 TDI quattro Premium Plus,Q3,2750000.0,37000.0,Diesel,Ghaziabad,10,3.0
481,2014,Chevrolet,Chevrolet Beat LS Diesel,Beat,195000.0,39000.0,Diesel,Delhi,12,7.0
482,2015,Honda,Honda Amaze 1.2 S i-VTEC,Amaze,390000.0,61000.0,Petrol,Ghaziabad,7,6.0
483,2014,Volkswagen,Volkswagen Polo GT TDI,Polo,385000.0,85000.0,Diesel,Delhi,3,7.0
484,2019,Skoda,Skoda Octavia 2.0 TDI L&K,Octavia,1999000.0,51000.0,Diesel,Delhi,27,2.0
485,2015,Mercedes-Benz,Mercedes-Benz M-Class ML 350 CDI,M-Class,2900000.0,47000.0,Diesel,Delhi,2,6.0
486,2015,Volkswagen,Volkswagen Polo GT TSI,Polo,550000.0,67000.0,Petrol,Delhi,3,6.0
487,2018,Mahindra,Mahindra XUV500 W5 [2018-2020],XUV500,1075000.0,23000.0,Diesel,Delhi,24,3.0
488,2016,Honda,Honda Amaze 1.2 S i-VTEC Opt,Amaze,435000.0,52000.0,Petrol,Delhi,7,5.0
489,2012,Honda,Honda City 1.5 V MT,City,425000.0,80000.0,Petrol,Delhi,7,9.0
490,2010,Maruti Suzuki,Maruti Suzuki SX4 VXi,SX4,225000.0,72000.0,Petrol,Ghaziabad,32,11.0
491,2013,Mercedes-Benz,Mercedes-Benz GL 350 CDI,GL,2650000.0,68000.0,Diesel,Faridabad,2,8.0
492,2019,Mahindra,Mahindra XUV300 1.5 W8 (O) [2019-2020],XUV300,925000.0,25000.0,Diesel,Delhi,24,2.0
493,2015,Renault,Renault Lodgy 110 PS RXZ [2015-2016],Lodgy,650000.0,65349.0,Diesel,Bangalore,15,6.0
494,2018,Hyundai,Hyundai Creta SX 1.6 CRDi (O),Creta,1395000.0,55627.0,Diesel,Bangalore,14,3.0
495,2007,Honda,Honda City ZX VTEC,City,325000.0,76890.0,Petrol,Bangalore,7,14.0
496,2010,Skoda,Skoda Superb Elegance TSI AT,Superb,675000.0,61000.0,Petrol,Bangalore,27,11.0
497,2017,Maruti Suzuki,Maruti Suzuki Baleno Alpha 1.2,Baleno,735000.0,33905.0,Petrol,Bangalore,32,4.0
498,2019,BMW,BMW X5 xDrive30d xLine,X5,6600000.0,26000.0,Diesel,Bangalore,4,2.0
499,2014,Mahindra,Mahindra XUV500 W8 [2015-2017],XUV500,915000.0,52255.0,Diesel,Bangalore,24,7.0
500,2010,Hyundai,Hyundai i10 Sportz 1.2,i10,280000.0,72799.0,Petrol,Bangalore,14,11.0
501,2017,Hyundai,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],Grand,585000.0,27805.0,Petrol,Bangalore,14,4.0
502,2017,Maruti Suzuki,Maruti Suzuki Baleno Alpha 1.2,Baleno,735000.0,33984.0,Petrol,Bangalore,32,4.0
503,2017,Hyundai,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],Grand,599000.0,35876.0,Petrol,Bangalore,14,4.0
504,2018,Hyundai,Hyundai Creta SX 1.6 AT Petrol,Creta,1450000.0,26966.0,Petrol,Bangalore,14,3.0
505,2016,Maruti Suzuki,Maruti Suzuki Swift Dzire VXI AT ABS,Swift,695000.0,47057.0,Petrol,Bangalore,32,5.0
506,2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1425000.0,53636.0,Diesel,Bangalore,24,3.0
507,2013,Honda,Honda CR-V 2.4L 4WD AVN,CR-V,1399000.0,94055.0,Petrol,Bangalore,7,8.0
508,2019,Maruti Suzuki,Maruti Suzuki Swift VXi AMT,Swift,745000.0,18680.0,Petrol,Bangalore,32,2.0
509,2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1425000.0,53636.0,Diesel,Bangalore,24,3.0
510,2018,Maruti Suzuki,Maruti Suzuki Swift VXi AMT [2018-2019],Swift,680000.0,39792.0,Petrol,Bangalore,32,3.0
511,2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1145000.0,61307.0,Petrol,Bangalore,14,4.0
512,2018,Mahindra,Mahindra XUV500 W11 AT,XUV500,1795000.0,53769.0,Diesel,Bangalore,24,3.0
513,2016,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,595000.0,51016.0,Petrol,Bangalore,32,5.0
514,2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi,Vitara,935000.0,30356.0,Diesel,Bangalore,32,3.0
515,2015,Skoda,Skoda Rapid 1.5 TDI CR Elegance AT,Rapid,745000.0,60997.0,Diesel,Bangalore,27,6.0
516,2013,Honda,Honda CR-V 2.4L 4WD AVN,CR-V,1399000.0,94030.0,Petrol,Bangalore,7,8.0
517,2017,Hyundai,Hyundai Creta SX 1.6 CRDI (O),Creta,1299000.0,60559.0,Diesel,Bangalore,14,4.0
518,2017,Hyundai,Hyundai Creta SX 1.6 CRDI,Creta,1185000.0,68796.0,Diesel,Bangalore,14,4.0
519,2017,Volkswagen,Volkswagen Vento Highline Plus 1.5 (D) 16 Alloy,Vento,945000.0,42876.0,Diesel,Bangalore,3,4.0
520,2019,Mahindra,Mahindra XUV500 W11(O) [2018-2020],XUV500,1785000.0000000002,28713.0,Diesel,Bangalore,24,2.0
521,2017,Hyundai,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,Grand,599000.0,35855.0,Petrol,Bangalore,14,4.0
522,2018,Hyundai,Hyundai Creta SX 1.6 (O) Petrol,Creta,1345000.0,36986.0,Petrol,Bangalore,14,3.0
523,2018,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1295000.0,26605.0,Petrol,Bangalore,14,3.0
524,2018,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1345000.0,50192.0,Petrol,Bangalore,14,3.0
525,2013,Toyota,Toyota Corolla Altis JS Petrol,Corolla,725000.0,44862.0,Petrol,Bangalore,1,8.0
526,2017,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1165000.0,74848.0,Petrol,Bangalore,14,4.0
527,2018,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.4 MT,Ciaz,949000.0,15133.0,Petrol,Bangalore,32,3.0
528,2018,Honda,Honda City V,City,925000.0,40542.0,Petrol,Bangalore,7,3.0
529,2017,Maruti Suzuki,Maruti Suzuki Baleno Alpha 1.2,Baleno,735000.0,33905.0,Petrol,Bangalore,32,4.0
530,2018,Hyundai,Hyundai Creta SX 1.6 CRDi (O),Creta,1395000.0,55627.0,Diesel,Bangalore,14,3.0
531,2021,MG,MG Hector Sharp 2.0 Diesel [2019-2020],Hector,2150000.0,10860.0,Diesel,Bangalore,81,0.0
532,2017,Hyundai,Hyundai Creta 1.6 S Plus AT,Creta,1345000.0,52165.0,Diesel,Bangalore,14,4.0
533,2018,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1395000.0,36412.0,Petrol,Bangalore,14,3.0
534,2018,Hyundai,Hyundai Creta SX 1.6 CRDi (O),Creta,1395000.0,55692.0,Diesel,Bangalore,14,3.0
535,2017,Hyundai,Hyundai Creta 1.6 SX Plus Petrol,Creta,1145000.0,61252.0,Petrol,Bangalore,14,4.0
536,2017,Hyundai,Hyundai Creta SX Plus 1.6 Petrol,Creta,1175000.0,31663.0,Petrol,Bangalore,14,4.0
537,2017,Fiat,Fiat Avventura Emotion Multijet 1.3,Avventura,740000.0,15440.0,Diesel,Bangalore,43,4.0
538,2020,Mahindra,Mahindra Thar LX 4-STR Hard Top Diesel MT,Thar,1685000.0000000002,10035.0,Diesel,Bangalore,24,1.0
539,2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000.0,45654.0,Petrol,Bangalore,14,8.0
540,2017,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,410000.0,13839.0,Petrol,Bangalore,15,4.0
541,2015,Nissan,Nissan Micra Active XL,Micra,465000.00000000006,13123.0,Petrol,Bangalore,11,6.0
542,2018,Maruti Suzuki,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Eeco,435000.0,41581.0,Petrol,Bangalore,32,3.0
543,2013,Hyundai,Hyundai Eon D-Lite,Eon,290000.0,35421.0,Petrol,Bangalore,14,8.0
544,2016,Honda,Honda Jazz S MT [2015-2016],Jazz,580000.0,44814.0,Petrol,Bangalore,7,5.0
545,2016,Hyundai,Hyundai Fluidic Verna 4S 1.6 VTVT S,Fluidic,699000.0,42811.0,Petrol,Bangalore,14,5.0
546,2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000.0,45949.0,Petrol,Bangalore,32,5.0
547,2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,375000.0,18760.0,Petrol,Bangalore,32,6.0
548,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXI+,Ciaz,699000.0,74541.0,Petrol,Bangalore,32,6.0
549,2016,Hyundai,Hyundai Fluidic Verna 4S 1.6 VTVT S,Fluidic,699000.0,42811.0,Petrol,Bangalore,14,5.0
550,2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000.0,45949.0,Petrol,Bangalore,32,5.0
551,2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,375000.0,18760.0,Petrol,Bangalore,32,6.0
552,2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000.0,45654.0,Petrol,Bangalore,14,8.0
553,2017,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,410000.0,13839.0,Petrol,Bangalore,15,4.0
554,2014,Renault,Renault Pulse RxZ Airbags,Pulse,435000.0,63756.0,Diesel,Bangalore,15,7.0
555,2016,Volkswagen,Volkswagen Cross Polo 1.5 TDI,Cross,685000.0,36321.0,Diesel,Bangalore,3,5.0
556,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000.0,70256.0,Petrol,Bangalore,32,3.0
557,2015,Maruti Suzuki,Maruti Suzuki Celerio ZXi AMT [2019-2020],Celerio,470000.0,35153.0,Petrol,Bangalore,32,6.0
558,2017,Tata,Tata Tiago Revotron XZ,Tiago,590000.0,8081.0,Petrol,Bangalore,40,4.0
559,2015,Maruti Suzuki,Maruti Suzuki Ciaz ZXI+,Ciaz,699000.0,74541.0,Petrol,Bangalore,32,6.0
560,2018,Maruti Suzuki,Maruti Suzuki Eeco 5 STR WITH A/C+HTR [2019-2020],Eeco,435000.0,41581.0,Petrol,Bangalore,32,3.0
561,2014,Maruti Suzuki,Maruti Suzuki Celerio VXi AMT,Celerio,400000.0,46160.0,Petrol,Bangalore,32,7.0
562,2018,Renault,Renault Kwid 1.0 RXT AMT Opt [2016-2019],Kwid,445000.0,22795.0,Petrol,Bangalore,15,3.0
563,2017,Maruti Suzuki,Maruti Suzuki Celerio VXi [2017-2019],Celerio,485000.0,20894.0,Petrol,Bangalore,32,4.0
564,2014,Hyundai,Hyundai Elite i20 Sportz 1.2 (O),Elite,599000.0,75447.0,Petrol,Bangalore,14,7.0
565,2019,Maruti Suzuki,Maruti Suzuki Alto K10 VXi,Alto,440000.00000000006,16067.0,Petrol,Bangalore,32,2.0
566,2016,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,560000.0,59117.0,Petrol,Bangalore,32,5.0
567,2015,Nissan,Nissan Micra Active XL,Micra,465000.00000000006,13123.0,Petrol,Bangalore,11,6.0
568,2018,Hyundai,Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],Grand,585000.0,68838.0,Petrol,Bangalore,14,3.0
569,2016,Mahindra,Mahindra KUV100 K6 D 5 STR [2016-2017],KUV100,485000.0,62006.0,Diesel,Bangalore,24,5.0
570,2018,Maruti Suzuki,Maruti Suzuki Baleno Zeta,Baleno,690000.0,70256.0,Petrol,Bangalore,32,3.0
571,2016,Hyundai,Hyundai i20 Active 1.2 SX,i20,745000.0,24301.0,Petrol,Bangalore,14,5.0
572,2017,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,610000.0,44482.0,Petrol,Bangalore,3,4.0
573,2017,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,610000.0,44482.0,Petrol,Bangalore,3,4.0
574,2018,Toyota,Toyota Yaris J CVT [2018-2020],Yaris,869999.9999999999,14122.0,Petrol,Bangalore,1,3.0
575,2015,Hyundai,Hyundai Elite i20 Magna 1.2,Elite,569000.0,13065.0,Petrol,Bangalore,14,6.0
576,2018,Renault,Renault Duster RXS CVT,Duster,950000.0,22581.0,Petrol,Bangalore,15,3.0
577,2015,Renault,Renault Kwid RXT [2015-2019],Kwid,340000.0,54806.0,Petrol,Bangalore,15,6.0
578,2019,Mahindra,Mahindra XUV300 1.5 W8 (O) AMT [2019-2020],XUV300,1290000.0,149313.0,Diesel,Bangalore,24,2.0
579,2018,Renault,Renault Duster RXS CVT,Duster,950000.0,22586.0,Petrol,Bangalore,15,3.0
580,2020,Renault,Renault Triber RXZ [2019-2020],Triber,745000.0,5681.0,Petrol,Bangalore,15,1.0
581,2017,Renault,Renault Duster 110 PS RxZ AWD,Duster,999000.0,57800.0,Diesel,Bangalore,15,4.0
582,2017,Renault,Renault Duster 110 PS RXZ 4X2 MT Diesel,Duster,999000.0,57800.0,Diesel,Bangalore,15,4.0
583,2014,Honda,Honda City SV,City,625000.0,55000.0,Petrol,Bangalore,7,7.0
584,2014,Honda,Honda City SV,City,625000.0,55000.0,Petrol,Bangalore,7,7.0
585,2020,MG,MG Hector Sharp 1.5 DCT Petrol [2019-2020],Hector,1890000.0,5697.0,Petrol,Bangalore,81,1.0
586,2015,Hyundai,Hyundai Elite i20 Magna 1.2,Elite,569000.0,13065.0,Petrol,Bangalore,14,6.0
587,2014,Honda,Honda City SV,City,625000.0,55000.0,Petrol,Bangalore,7,7.0
588,2018,Renault,Renault Duster RXS CVT,Duster,950000.0,22586.0,Petrol,Bangalore,15,3.0
589,2014,Toyota,Toyota Corolla Altis 1.8 VL AT,Corolla,1195000.0,37411.0,Petrol,Bangalore,1,7.0
590,2016,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,425000.0,35406.0,Petrol,Bangalore,14,5.0
591,2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000.0,66078.0,Diesel,Bangalore,40,4.0
592,2017,Tata,Tata Tigor Revotron XZA,Tigor,545000.0,47265.0,Petrol,Bangalore,40,4.0
593,2015,Hyundai,Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],Grand,535000.0,58671.0,Petrol,Bangalore,14,6.0
594,2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000.0,66078.0,Diesel,Bangalore,40,4.0
595,2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000.0,39780.0,Petrol,Bangalore,14,8.0
596,2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000.0,85871.0,Petrol,Bangalore,14,5.0
597,2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000.0,85871.0,Petrol,Bangalore,14,5.0
598,2014,Toyota,Toyota Corolla Altis 1.8 VL AT,Corolla,1195000.0,37411.0,Petrol,Bangalore,1,7.0
599,2016,Hyundai,Hyundai i10 Sportz 1.1 iRDE2 [2010--2017],i10,425000.0,35406.0,Petrol,Bangalore,14,5.0
600,2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000.0,66078.0,Diesel,Bangalore,40,4.0
601,2016,Mahindra,Mahindra TUV300 T8,TUV300,745000.0,55946.0,Diesel,Bangalore,24,5.0
602,2016,Mahindra,Mahindra TUV300 T8,TUV300,745000.0,55946.0,Diesel,Bangalore,24,5.0
603,2015,Volkswagen,Volkswagen Vento TSI,Vento,725000.0,48987.0,Petrol,Bangalore,3,6.0
604,2016,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2575000.0,40786.0,Diesel,Bangalore,10,5.0
605,2018,Volkswagen,Volkswagen Polo Comfortline 1.2L (P),Polo,725000.0,31000.0,Petrol,Bangalore,3,3.0
606,2012,Honda,Honda Brio S MT,Brio,355000.0,61409.0,Petrol,Bangalore,7,9.0
607,2013,Maruti Suzuki,Maruti Suzuki Ertiga ZDi,Ertiga,650000.0,45082.0,Diesel,Bangalore,32,8.0
608,2012,BMW,BMW X3 xDrive20d,X3,1850000.0,103000.0,Diesel,Bangalore,4,9.0
609,2015,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,625000.0,83378.0,Diesel,Bangalore,8,6.0
610,2019,BMW,BMW X1 sDrive20d Expedition,X1,3785000.0,17800.0,Diesel,Bangalore,4,2.0
611,2015,Hyundai,Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,Grand,489000.0,63900.0,Petrol,Bangalore,14,6.0
612,2018,Hyundai,Hyundai Grand i10 Sportz AT 1.2 Kappa VTVT,Grand,625000.0,41850.0,Petrol,Bangalore,14,3.0
613,2019,Jeep,Jeep Compass Trailhawk 2.0 4x4,Compass,2750000.0,24743.0,Diesel,Bangalore,19,2.0
614,2017,Tata,Tata Nexon XZ Plus Diesel,Nexon,915000.0,66078.0,Diesel,Bangalore,40,4.0
615,2014,Hyundai,Hyundai Grand i10 Sportz (O) AT 1.2 Kappa VTVT [2017-2018],Grand,485000.0,57362.0,Petrol,Bangalore,14,7.0
616,2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000.0,64321.0,Petrol,Bangalore,14,11.0
617,2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000.0,64321.0,Petrol,Bangalore,14,11.0
618,2017,Tata,Tata Tigor Revotron XZA,Tigor,545000.0,47265.0,Petrol,Bangalore,40,4.0
619,2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000.0,39780.0,Petrol,Bangalore,14,8.0
620,2010,Hyundai,Hyundai i20 Magna 1.2,i20,310000.0,64321.0,Petrol,Bangalore,14,11.0
621,2017,Tata,Tata Tigor Revotron XZA,Tigor,545000.0,47265.0,Petrol,Bangalore,40,4.0
622,2013,Hyundai,Hyundai i20 Sportz 1.2 BS-IV,i20,460000.0,39780.0,Petrol,Bangalore,14,8.0
623,2018,Maruti Suzuki,Maruti Suzuki Swift VXi AMT [2018-2019],Swift,745000.0,14510.0,Petrol,Bangalore,32,3.0
624,2016,Hyundai,Hyundai Elite i20 Sportz 1.2 [2016-2017],Elite,550000.0,85871.0,Petrol,Bangalore,14,5.0
625,2017,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2685000.0,59540.0,Diesel,Bangalore,10,4.0
626,2015,Renault,Renault Lodgy 85 PS RXZ [2015-2016],Lodgy,675000.0,54174.0,Diesel,Bangalore,15,6.0
627,2015,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,675000.0,69304.0,Diesel,Bangalore,32,6.0
628,2009,Honda,Honda City 1.5 S MT,City,395000.0,47957.0,Petrol,Bangalore,7,12.0
629,2019,Honda,Honda City ZX Petrol [2019-2019],City,1125000.0,15593.0,Petrol,Bangalore,7,2.0
630,2012,Mahindra,Mahindra XUV500 W8,XUV500,745000.0,79960.0,Diesel,Bangalore,24,9.0
631,2015,Audi,Audi Q5 3.0 TDI quattro Premium Plus,Q5,3000000.0,85000.0,Diesel,Bangalore,10,6.0
632,2017,Hyundai,Hyundai i20 Active 1.2 SX,i20,700000.0,37640.0,Petrol,Bangalore,14,4.0
633,2017,Hyundai,Hyundai Elite i20 Sportz 1.2,Elite,650000.0,40977.0,Petrol,Bangalore,14,4.0
634,2018,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,3975000.0,18000.0,Diesel,Bangalore,2,3.0
635,2016,Maruti Suzuki,Maruti Suzuki Swift VDi [2014-2017],Swift,625000.0,66000.0,Diesel,Bangalore,32,5.0
636,2019,Mahindra,Mahindra Scorpio S11 2WD 7 STR,Scorpio,1500000.0,70000.0,Diesel,Bangalore,24,2.0
637,2019,MG,MG Hector Sharp 1.5 DCT Petrol [2019-2020],Hector,1795000.0,39000.0,Petrol,Bangalore,81,2.0
638,2021,MG,MG Hector Super Hybrid 1.5 Petrol [2019-2020],Hector,2100000.0,3000.0,Hybrid,Bangalore,81,0.0
639,2017,Maruti Suzuki,Maruti Suzuki Alto 800 Vxi,Alto,345000.0,42305.0,Petrol,Bangalore,32,4.0
640,2016,Hyundai,Hyundai i20 Active 1.2 SX,i20,745000.0,24301.0,Petrol,Bangalore,14,5.0
641,2018,Maruti Suzuki,Maruti Suzuki Baleno Delta 1.2,Baleno,699000.0,37422.0,Petrol,Bangalore,32,3.0
642,2015,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,325000.0,18760.0,Petrol,Bangalore,32,6.0
643,2012,Honda,Honda Jazz S,Jazz,405000.0,52616.0,Petrol,Bangalore,7,9.0
644,2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000.0,45949.0,Petrol,Bangalore,32,5.0
645,2016,Chevrolet,Chevrolet Beat LS Petrol,Beat,340000.0,63708.0,Petrol,Bangalore,12,5.0
646,2013,Hyundai,Hyundai i10 Era 1.1 iRDE2 [2010-2017],i10,335000.0,45654.0,Petrol,Bangalore,14,8.0
647,2016,Maruti Suzuki,Maruti Suzuki Celerio ZXi,Celerio,475000.0,54807.0,Petrol,Bangalore,32,5.0
648,2014,Nissan,Nissan Micra XV CVT [2016-2017],Micra,475000.0,61604.0,Petrol,Bangalore,11,7.0
649,2017,Renault,Renault Kwid 1.0 RXL AMT [2017-2019],Kwid,410000.0,13839.0,Petrol,Bangalore,15,4.0
650,2019,Kia,Kia Seltos GTX Plus 1.4 [2020-2021],Seltos,1550000.0,21152.0,Petrol,Bangalore,20,2.0
651,2010,Hyundai,Hyundai i10 Magna 1.2 AT,i10,265000.0,90818.0,Petrol,Bangalore,14,11.0
652,2014,Renault,Renault Pulse RxZ Airbags,Pulse,435000.0,63756.0,Diesel,Bangalore,15,7.0
653,2016,Maruti Suzuki,Maruti Suzuki Ciaz ZXi AT,Ciaz,750000.0,45949.0,Petrol,Bangalore,32,5.0
654,2017,Ford,Ford Aspire Titanium1.5 TDCi,Aspire,675000.0,41917.0,Diesel,Bangalore,8,4.0
